Toán,Văn,Sử,Địa,Lí,Hóa,Sinh,Ngoại ngữ,GDCD,sbd
5.4,4.5,5.25,6.5,,,,3,9,51004241
7.4,5.5,,,6.5,6.5,3.75,3.6,,51004242
7.2,6,6.25,8.5,,,,5.4,9.25,51004243
8,6.5,7,9,,,,8.2,9.25,51004244
8,8.25,,,5.5,7,5.5,8.6,,51004245
8.2,6,,,8,7,6.75,8.6,,51004246
7,5.75,,,4.25,3.75,5,5.8,,51004247
6.6,5.75,7.25,7.75,,,,5.2,9,51004249
6.4,6,5,7.25,,,,4.4,8.5,51004248
7,7.5,,,7.25,7.5,6,9,,51004250
3.4,6,2.25,4.25,,,,3,6,51004251
8.6,7.5,,,8,8.25,8,6.4,,51004253
6.8,7.25,,,6.25,7.5,5.75,5.2,,51004254
3.8,6.75,2.25,5,,,,3.2,7,51004252
7.8,8,,,6.75,8,7,7,,51004255
6.8,7.25,,,6,5.75,4.5,6.6,,51004256
6.2,5,4.5,6.75,,,,4.8,8.5,51004257
7.4,5.75,,,4.5,4,6,6.2,,51004258
8.2,5.25,,,7.75,6.5,6.5,6.8,,51004259
6,5.75,6,7.75,,,,4.2,8.25,51004261
7.8,9,9.25,9,,,,7,9.75,51004260
6.6,6,6.5,8.5,,,,7.8,9.5,51004262
7,7.5,7.25,8.25,,,,6.6,9.25,51004263
8,7.5,,,5.75,6.75,5.75,6.8,,51004264
7.8,7.75,,,8,7,7.5,7,,51004265
8,6,,,5.5,8,7,7,,51004266
4.4,5.5,3.25,7.75,,,,7,8.5,51004267
5.6,5.75,2.75,6,,,,3.2,7.25,51004269
8.2,7.5,,,7.75,8.5,6.5,7.2,,51004270
6,7,,,6.25,5.5,5.5,6.4,,51004268
6.2,5.25,,,4.5,4.5,4.25,3.6,,51004271
5,6.5,3,5,,,,6.8,7,51004272
7.6,5.5,6,7.25,,,,5.8,8.5,51004273
7.8,7.5,6.75,7.5,,,,5.6,8.5,51004274
4.8,6.25,,,3.75,5,4.25,5,,51004275
7.2,3.5,6.5,6.75,,,,4.6,9,51004277
5,4.75,2.75,6.5,,,,3.8,9,51004276
5.4,4.25,5.25,5.75,,,,4.6,8.75,51004278
6,5.25,,,5,2.5,5,3.6,,51004279
7.4,6.5,5.25,7.25,,,,7,8.5,51004280
7.8,5.75,,,4.5,6.5,6,4.8,,51004281
6,6.5,4.75,8.5,,,,5,8.25,51004282
7.8,6.75,,,6.25,7.25,6.75,8,,51004283
7.4,7.5,7.25,8.5,,,,7.2,9,51004284
8.6,5,,,8.5,6.75,4.75,8.8,,51004285
6.6,6.25,5.25,8,,,,4.4,8.75,51004286
8,5.75,,,7.75,8.5,6.25,6.2,,51004287
6.8,6.75,,,7.75,5.25,6.5,5.8,,51004288
8,8.75,,,6.75,7,7.75,8.8,,51004290
7,6.75,,,7.25,6.25,3.75,6.8,,51004289
6.2,6.33,7,8.5,,,,5.8,9,51004291
5.4,4.25,2.25,6.5,,,,4,7.75,51004293
8.4,8.25,,,5.75,6.5,7,9,,51004292
7.8,6.5,,,5.75,7.25,4.25,6.4,,51004294
6,8.25,7,7.25,,,,8.4,8.75,51004295
7.6,7,7.75,7.75,,,,6.2,8.75,51004297
7,6,4.25,7.75,,,,4.4,9.5,51004296
8.8,8,9.25,9.25,,,,9.4,10,51004298
3.6,4.5,3.5,5.5,,,,4.4,6.25,51004299
6.8,6.75,,,6.5,7.25,6,6.2,,51004301
5.4,6.25,5,7.75,,,,5,8.75,51004300
7.4,7,6,6.75,,,,5.6,8.5,51004302
4.4,6.25,4.5,7.25,,,,4.8,8.75,51004303
6.4,6,4.5,7.25,,,,4.2,8.5,51004306
8.2,7,,,7.25,7.5,5.25,8.6,,51004304
3.6,6.75,3.25,6.5,,,,4.8,7,51004305
5.6,6.25,,,6,5.25,4.5,5.4,,51004307
7.4,6.75,,,5.75,5,6.25,6.6,,51004308
8.4,6.75,,,4.5,6,5.5,9.4,,51004309
6.2,6.25,5.25,8.25,,,,5,9,51004310
7.2,5,,,6.75,6.5,5.75,6.4,,51004311
6.2,7.25,5,8,,,,6.4,8.75,51004314
8.2,6.5,,,7.5,7.25,4.25,5.6,,51004312
4.4,5.75,5.25,6,,,,3.4,7.25,51004313
8,7.5,,,5.5,5.75,7,9,,51004315
8.6,6.75,,,7.25,3.5,5.5,8.4,,51004317
7.6,5.75,6,7.25,,,,6,9,51004316
6.6,8.25,6.5,8.25,,,,7.2,9,51004318
6.8,7,6.75,8.5,,,,6,9,51004320
9.4,6,,,9,6.75,5.5,9.4,,51004321
7,6.5,,,5.5,3.75,5,5.2,,51004322
7,6.25,,,6.75,5.25,5.25,7.6,,51004319
7.2,3.75,,,5.5,7,5.75,6,,51004323
7.8,7,,,7.75,8.25,6.5,8.6,,51004325
6.6,5.5,,,6,6,4.75,6.4,,51004324
9,6.75,,,4.5,5.25,6.75,8.2,,51004326
8.4,6.75,,,6,7.25,7.5,6.6,,51004327
6,5.5,2.5,6.5,,,,4,8.75,51004329
6,6.25,6.25,7.25,,,,5.4,8.5,51004328
8.4,7.75,8.25,9.25,,,,8.2,9.25,51004330
9,7.75,,,5.75,8,7,9.6,,51004331
7.6,6.75,,,7,8.25,6.5,5.8,,51004332
6.6,6.5,5.25,8.5,,,,5.4,9.5,51004333
8,7.75,8,7,,,,6.6,9.75,51004334
7.2,7.5,,,6.25,6.5,7,6,,51004335
6.8,7,,,4.75,4.75,4.75,5,,51004336
7.6,8.25,,,6,4.25,5,5.6,,51004337
7.4,8,,,5.75,4,6,7,,51004338
5.8,5,4,8,,,,6.2,9,51004339
7.4,5.75,,,6.25,5,3.75,5.4,,51004340
7.4,7.25,9.25,8.25,,,,7.4,9.5,51004341
7.4,7.75,5.75,7,,,,7.4,8.75,51004342
6.6,7,6.5,8.75,,,,6.6,8,51004343
7.6,8,5.5,8,,,,5.2,9,51004344
7.2,5.5,4.5,8.5,,,,5,9.5,51004345
7.4,4.5,,,6.25,5.5,5.5,9.6,,51004346
5.4,5.5,4,5.25,,,,5,6.75,51004347
8.2,6.5,,,7.25,7.25,7.5,7.8,,51004348
8.6,6.75,,,7.25,6,5.5,8.8,,51004349
6.4,6.5,6.5,8.5,,,,5.2,9.5,51004350
9.4,8.25,,,8.25,8.25,7.75,9.2,,51004351
5.8,6.25,4.25,7.25,,,,6.4,7.75,51004352
6.8,6.75,5.75,7.75,,,,6.2,9,51004353
8,6.25,,,6.75,6.5,7.5,6.2,,51004354
8.6,7.5,,,7.25,7.25,7.5,6.4,,51004355
9,6,,,6.25,5.75,6.5,5,,51004356
8.2,6.75,,,7.25,7.5,8,8.2,,51004357
6,5.33,6.5,8.25,,,,7.4,9,51004358
5.8,5.67,3.25,6.75,,,,4.4,8.25,51004359
5,7.5,4,7.5,,,,4.8,8.5,51004360
5.4,6.5,6,8,,,,4,9.5,51004361
8.4,6,,,8.25,8,6.75,8.6,,51004363
5.6,6.5,3.5,5.75,,,,4.4,6.5,51004362
7,3.5,3.75,6.5,,,,4,8.75,51004365
7.4,5.5,,,6.75,7.5,5.25,6.8,,51004364
6.8,6.25,6.75,6.5,,,,5.4,9,51004366
8.6,6.75,,,6.5,7,6.25,7.2,,51004367
8.8,6.5,,,8,8.25,8,6.8,,51004368
7.8,8.25,,,5.25,5.5,4.5,7.8,,51004370
8.2,8,6.75,7.75,,,,9.2,9.5,51004371
7,7,6.5,8.5,,,,5.8,8.75,51004369
7.2,5.25,6.75,6.75,,,,5.4,9.75,51004372
7.8,6.5,,,7,7.5,6,6.4,,51004373
7.8,5.5,,,7.25,6.25,5,7.2,,51004374
8.4,7,,,5.25,4,4.75,9,,51004375
5,5.5,4.25,6.25,,,,2.8,7.5,51004376
7,6.75,6.75,8.5,,,,4,8.75,51004377
8,6.33,7,8.5,,,,9.4,9.75,51004379
7.2,7,,,6.25,6.75,4.75,6.6,,51004378
6.4,6,,,4.25,4.25,3,5.2,,51004380
7.4,6,,,6.25,3.5,5.75,8.8,,51004381
7.8,5.5,,,6.25,5.75,5.5,4.6,,51004382
6.2,5.75,,,5,4.25,4.75,4.6,,51004383
6.6,6,4.5,7.5,,,,4.4,9.5,51004384
7.2,6,5.5,7.75,,,,5.8,9.5,51004385
5.2,5.75,4.5,5.5,,,,4.8,6,51004386
6.6,6.75,,,7,7,5.25,5.2,,51004387
8,8,,,7.75,7.75,5.75,7.6,,51004388
6.6,7,4.5,6.5,,,,4.6,9,51004389
9.2,7,,,6.75,8.25,8,8.8,,51004390
6.4,6,7.25,7.25,,,,5,8,51004391
6.4,6,4.75,7,,,,4.8,8,51004392
7.2,7,,,6.5,7.5,7.5,7.8,,51004393
7.8,7.5,,,7.5,5.75,5.75,7.2,,51004394
6.2,7.5,7,8,,,,5.4,9,51004395
5.8,5.5,4.75,6.75,,,,3.6,8.5,51004396
5.6,5.5,,,4.25,4,4.25,7.6,,51004397
7.4,5.25,,,5,5.25,5.25,4.8,,51004399
7,5.5,6.25,7.25,,,,5,9.5,51004398
6.8,7.75,,,6,8,5.5,4,,51004400
5.8,3.5,,,5.5,3.25,2,4.4,,51004401
5.8,3,3.75,6.25,,,,3.8,6.75,51004402
5.6,6,7.75,8.5,,,,4.8,8.75,51004403
7.8,6.75,,,7.25,5.25,5.75,7.6,,51004404
6.6,7.5,,,5.75,6.5,5.5,5.2,,51004405
7,6.5,,,5.25,7.25,6.75,6.6,,51004406
4.8,6.25,3.75,5.75,,,,4.4,9,51004407
7.4,6.75,6.25,7.25,,,,4.8,8.25,51004408
5.6,5.75,4.75,6.5,,,,3,8.25,51004409
6.4,6,,,6.25,7.25,6.5,7,,51004410
5.6,6,4.75,7,,,,4.8,8.75,51004411
5.6,5.25,5,6.25,,,,3,7.5,51004413
5.6,6.5,2.75,7,,,,5.8,8,51004412
5.4,5.5,6.25,6,,,,3.6,8.25,51004414
5.8,5,4.75,7.5,,,,4,6.25,51004415
6.6,5.25,5.75,6.75,,,,2.8,8.25,51004417
6.6,4.25,4,7,,,,5,8.5,51004416
8.6,7.75,,,8,5.25,8.5,9.4,,51004418
8,8,,,7.5,6.75,6.5,8.4,,51004419
8,8.25,,,7,6,6,7.8,,51004420
8.8,6,,,6.5,3.75,6.25,8,,51004421
8.2,8.5,,,6.75,6,5.75,7.4,,51004424
7.8,7.75,,,7.25,7.25,6.75,9,,51004422
5.6,7.5,6,8.25,,,,4.4,9.25,51004423
7.6,7.75,8.75,8.75,,,,6,9.75,51004425
7.6,9,,,7.25,5.75,5.25,5.6,,51004426
7.2,8.75,5,7.5,,,,6.4,8.75,51004427
7.4,7,4.25,7.25,,,,5.6,8.75,51004429
6.8,8.5,,,3.25,3,4.5,3.6,,51004428
6.6,5.75,2.25,6.25,,,,6.2,7,51004430
6.2,7,5.75,8.25,,,,5,8,51004431
8.8,7,,,6.75,8,5.25,6.8,,51004432
5.8,6,6,7.25,,,,4.8,8.25,51004433
6.6,6,6.75,7.75,,,,6.4,9.75,51004434
4.6,5.25,,,3.25,4.75,3,3,,51004435
8,4.25,,,7.25,7.5,5.5,7.6,,51004437
7,5,5.25,6.5,,,,4.8,9,51004436
5.8,5.5,4.5,7.25,,,,4,8.75,51004438
7.6,7,7.5,8.75,,,,6.6,9,51004439
8.4,6.5,,,8.25,7.75,5.5,7,,51004441
4.6,5,3,7,,,,4.6,6.5,51004440
7.4,7,,,7.25,7.5,8,5.2,,51004442
7.8,7.25,6,7.75,,,,8.6,9.5,51004443
8.2,7.25,,,7.5,7.75,6,6,,51004444
7.4,8.5,,,7.25,6.5,5.75,9,,51004446
4.8,5.5,2,5.75,,,,4.2,7.25,51004445
6,7.5,6,8.75,,,,2.6,8.25,51004447
6.8,7,,,5.25,6.75,4,6.6,,51004448
6.6,5.75,5,6.25,,,,4.2,9,51004449
8.8,7,,,7.25,6.75,6.25,8.2,,51004450
6.4,5,,,5.25,6.25,4.5,5.6,,51004451
7.6,7,,,7.5,8,5.75,7,,51004452
5.6,5,4.75,7.25,,,,6.4,9.25,51004453
6.6,5.75,6.5,8.75,,,,4,8.5,51004454
7.8,6,,,7.75,6.25,4.75,8.6,,51004455
6.8,6,6.5,6.25,,,,4.8,7.25,51004456
8.2,9,,,7.5,6.75,6,9,,51004457
6.6,8.5,,,5.75,5,4.25,6.4,,51004458
6.6,6.75,,,5.5,4.25,4.25,5,,51004459
7.8,3.25,6.75,7.75,,,,5.6,8.5,51004460
7.2,7,5,6.5,,,,4.8,7.5,51004461
7.4,7.25,,,6.75,6.25,5.75,7.4,,51004462
8.6,7.25,,,8.75,7.75,7.5,9.2,,51004463
6.2,5,6,7,,,,5.8,8.25,51004464
7.8,9,,,6.75,5.5,6.25,7,,51004465
7.4,6.25,5.75,9,,,,6.6,9,51004467
7,6.25,6.5,8,,,,5.6,10,51004468
7.8,6.75,,,7.5,6.25,5.75,7.4,,51004469
8,8,,,7.5,7.5,6.25,6.6,,51004466
7,7,6.75,7.25,,,,4.2,7.75,51004470
5.8,6.25,,,6.25,7.75,6.5,7.4,,51004471
7.8,7.75,,,7.25,7.25,6,6.6,,51004472
8.8,7,,,7,7.5,6,8.4,,51004473
5.2,3.75,,,3.75,4.25,5,4,,51004477
7.8,5,,,7.5,5.75,4.25,5.4,,51004474
3.8,4,,,3,3,5,3.4,,51004476
6.6,6.5,4.75,8.5,,,,4.6,9,51004475
8,6.5,,,6.5,5.75,5,6.4,,51004478
4.6,7.5,5,7,,,,4.8,7.5,51004479
7.6,8,,,5.5,8.25,7.25,8,,51004480
6.2,8,,,5.75,4.75,5,5.6,,51004481
6.6,8,,,4.75,4.5,4,5.4,,51004482
6.8,7.25,,,4.25,7.25,4.75,8,,51004484
5.8,7,2.25,5.75,,,,4.6,7,51004483
8.2,6.5,,,5.75,6,7.25,6.4,,51004485
7.2,6.75,8,8.75,,,,8,9.75,51004486
7,7,6.25,8.25,,,,5.6,8.75,51004487
6.4,6.25,6.5,8.25,,,,5.4,9.75,51004489
7.6,6.5,6,6.75,,,,4,9.25,51004488
5.8,5.75,3.75,7.5,,,,5.2,8.5,51004491
6.8,5.5,4.5,6.75,,,,6.2,8.75,51004490
5.2,5.75,7,7.75,,,,5.8,9.75,51004493
6.2,5.75,6.75,7.75,,,,7.6,9.25,51004492
7,6.75,7.25,8.75,,,,8,9.5,51004494
7.4,8.25,,,7.75,7.75,6.5,8.6,,51004496
8.2,9.25,6.25,7.75,,,,7.6,9.75,51004497
7.6,7,4.25,6.5,,,,5.4,8.75,51004500
7.6,8,,,8,7.75,6.5,7.4,,51004499
7.8,6.75,,,7,6.25,6.5,5.2,,51004495
5.4,8.25,5,7,,,,5.2,9.75,51004501
5.4,7.5,7,7.75,,,,4.2,8,51004498
8.4,8.5,,,6.75,7.75,7,7.8,,51004502
6.6,8,6.25,7.5,,,,4.6,9.75,51004503
7.2,7.75,7.75,8.25,,,,7.4,9,51004504
6,6.75,,,5.5,5.75,6,6.2,,51004507
8,8,7.25,8.75,,,,5.4,9.5,51004508
7.4,8,,,6,5,4,4.8,,51004505
6.2,5.75,3.75,6.25,,,,5.8,8.75,51004506
8.2,6,,,7.5,6.5,4.5,4.8,,51004509
7.8,7.5,,,7,7.25,6,7.6,,51004510
5.4,5.5,4,6.25,,,,4.8,7.25,51004511
7.2,6.5,,,6.75,5.25,5,7,,51004514
5.6,5.25,3.5,8,,,,5.6,9.5,51004513
4.4,5,3.5,7.5,,,,2.4,8.75,51004512
7.8,9.25,,,5.75,8,7.25,8.8,,51004516
8,7.25,,,5,6.25,6.75,6.6,,51004515
6.2,6.75,,,5.25,4.25,5.25,6.2,,51004517
7.8,7.75,7,8,,,,9.2,10,51004518
7,7.75,,,5.75,6.25,5.75,4.6,,51004519
6.2,5.75,4.5,6.5,,,,4.4,9.25,51004520
7.8,7,6.25,7.75,,,,6.4,9.75,51004521
8,6.25,,,6,7,5.25,7.6,,51004522
7.8,7.5,,,6.25,5.5,3.5,5.4,,51004524
6.6,8,,,5.75,5,6.5,5.6,,51004523
8,5.5,,,6.75,5.25,6,4.4,,51004525
5.8,8,5,7.5,,,,5.2,7.75,51004526
9,7.25,,,7.25,8.75,7.25,7.6,,51004527
8.2,7.25,,,6.25,7.75,6.25,6,,51004528
8.4,5.75,,,8,7.5,7.75,7.4,,51004529
6.2,5.5,,,6.5,4,4,4,,51004530
8,7,,,7.25,7,4.5,6.2,,51004531
7.6,6.75,6.75,8.25,,,,5.8,9.75,51004532
6.8,5.75,7.25,8,,,,4.6,9.5,51004533
7.4,7.25,5.5,6.75,,,,8,9.25,51004534
8.4,8.25,,,8.25,8.25,7.25,7.2,,51004535
7.8,9,,,6.25,6.5,7,6.8,,51004536
8.2,8.25,,,6.25,7.75,7,8.6,,51004537
6.8,5.5,,,6.25,5.25,5,4.2,,51004538
7.6,8.5,7,8.25,,,,6.8,9.75,51004539
8.6,7.5,,,7.25,7.25,5.75,7.2,,51004540
7.2,7.75,,,6.5,6.75,5.5,5.8,,51004541
7.4,7.75,7.5,9.25,,,,5.8,9.5,51004542
7.4,8.5,,,7.75,8,6,6.4,,51004543
8.2,6.75,,,7,8.25,8,7.6,,51004545
8.2,7,,,8,8.25,6.75,7.2,,51004544
7.8,7.5,,,7.25,8,7,7.2,,51004547
9.2,8,,,6.75,8.25,6.75,7.4,,51004548
5.6,5,4.25,7,,,,4.4,7.5,51004546
7.4,5.5,,,6.25,6.25,6,6.6,,51004549
8.4,6.5,,,8,6.5,6,4.4,,51004550
6.4,5.5,6.75,7.5,,,,4,10,51004551
6.6,5,,,6,6.25,6,6.2,,51004552
6.6,6.25,,,7.75,6.5,6.25,9,,51004553
7.2,7.25,,,7,7.5,5.5,8.4,,51004554
8.8,7.25,,,7.75,8,6.25,8.2,,51004555
8.2,5.5,,,7,6.75,5.5,5.4,,51004557
6.4,6,5,7.75,,,,4.8,9.5,51004556
8,7.25,,,5.75,5.75,4.75,8.6,,51004558
6.6,5.5,7.25,8,,,,6.6,9.5,51004559
7.4,8.75,,,6.75,7.75,6.5,6.8,,51004561
8.4,7.75,,,7.5,7.5,5.75,7,,51004560
7.8,8,,,8.25,8.5,7.25,5.4,,51004562
8.4,7,,,7.75,8.25,6.75,7.8,,51004564
,5,,,,,,,,51004565
7.6,7.75,,,6.25,4.75,5.75,7.8,,51004563
5.8,7.75,8.25,8.75,,,,5.4,9.25,51004566
7.4,6.5,,,4,7,6.5,8.6,,51004567
6.2,6.25,5.75,8.5,,,,3.2,9.75,51004569
6.2,6.25,,,6,7.5,6.25,6.6,,51004570
6,6,5.25,7.25,,,,3.8,8.25,51004568
7.2,6.5,,,6,7.75,4.5,6.8,,51004571
7,7.25,6,7.5,,,,4.6,9.75,51004573
7.8,6.75,,,7,7.75,6.75,7.8,,51004572
7.8,6.5,,,6.25,8,7.75,6.2,,51004574
5.8,6.5,6.5,8,,,,8.4,9.75,51004575
5.6,6.75,4.75,7.5,,,,4.6,8.75,51004576
8,8.5,,,6.75,7,8,9,,51004577
7,6.75,,,5.25,5,4.5,4.2,,51004578
7.8,7,,,7.25,8,5,6.4,,51004579
8,7.75,,,6.5,6.5,7.75,5.6,,51004580
7.6,6.75,,,6.75,7,7.25,7.6,,51004581
7.4,6.25,,,6.5,6,4.75,7.8,,51004582
7.8,6,,,6.75,5.5,6.75,3.4,,51004583
7.4,6,,,5.75,5.5,6.5,6.6,,51004586
7.6,7.75,,,6,5,5,5.4,,51004585
7.4,6.5,,,6.25,6.75,7,5.6,,51004584
7.2,6.75,5.5,7.25,,,,4.2,9,51004587
7.6,7.75,,,5.75,6,3.25,3.2,,51004588
7.2,7,6.75,8.75,,,,5.2,9,51004589
6.6,8.5,6.75,7.75,,,,5,9.25,51004590
6,6.5,6.75,7.5,,,,3.4,8.75,51004591
8.4,7.25,,,6.75,5.75,5.75,6.8,,51004592
8.4,8.25,,,7.5,7.25,8.25,8.8,,51004593
8.2,6,,,8,7.5,6.5,9.8,,51004594
7.2,8.25,,,6.75,4,2.5,3,,51004595
5.2,6,5.25,7,,,,8,7.5,51004596
8.4,8.25,8.25,8,,,,6.8,9.25,51004597
5.8,7,6.25,6.75,,,,5.2,9.25,51004598
7.8,7,,,5.5,5,5.25,6.6,,51004599
7.2,5.5,4.5,8.5,,,,4.6,9.5,51004600
7.4,6.75,,,5.25,7.25,7.5,7.4,,51004602
6.8,5.75,,,7,4.75,4,9.2,,51004601
8.4,8,,,6.5,4.5,6.25,9.6,,51004603
6.2,6.5,3.75,6.25,,,,2.8,9.25,51004604
7,7.25,5.75,8.25,,,,4,9,51004606
6.4,5.5,,,7.25,5.5,5.75,6.6,,51004605
6.2,6.75,5,7.5,,,,6.2,8.75,51004607
6.8,5.75,2.75,4.25,,,,4.4,8.25,51004608
7.8,5.75,7,8,,,,5.6,7.25,51004609
7.8,7,,,8.25,7.5,7,7.4,,51004610
8.8,7.75,,,7.5,7.5,7.5,8.8,,51004611
5.4,6.5,4.75,6.5,,,,5.2,9.75,51004614
8,8.75,,,6,6.5,5.25,9,,51004613
7.4,7.75,7.25,8,,,,7.4,9.5,51004612
7.8,7,,,6.5,7.75,5.25,5.6,,51004615
6.8,6.75,7,7.25,,,,6.8,10,51004616
7,6.75,,,6.5,8.25,6.25,7.8,,51004617
8,7.5,,,7.5,7.25,4.75,5,,51004618
7.2,6.5,,,7.25,6.5,4.25,5,,51004619
8.2,6.5,,,6.5,6.75,5.75,5.8,,51004621
7.8,6.25,,,7.5,7.5,6,7,,51004620
8.2,7,,,6.25,7.5,5,6.6,,51004622
7.2,7.5,6.25,8,,,,5.4,9.25,51004623
6.6,8,6.75,6.75,,,,6.2,9.25,51004624
7.2,6,,,7,6.25,6,6.4,,51004627
8.4,6.25,6.5,7,,,,6.8,8.5,51004625
5.6,6.75,8,8,,,,6,8.25,51004626
8.2,7.25,7.25,8.75,,,,4.8,9.5,51004628
7.8,6.25,,,6.75,5.5,8,4.6,,51004629
7.6,5,,,5.75,5.5,3.75,5,,51004630
8.2,6.75,,,7.25,7.25,7,8.6,,51004631
8.6,6.5,,,7.25,6.75,6,5,,51004632
8,6.25,,,6.5,7.5,4.5,7,,51004633
8.2,5.5,4.5,7,,,,3.4,9,51004635
8.2,6,,,7.5,8.5,7,9.6,,51004634
6.6,7.16,,,6.75,7,4.75,6.8,,51004636
4.6,5.16,,,2.75,2.75,3.75,2.4,,51004637
8,6.75,,,8,7.75,5.5,5.6,,51004638
8.2,7.25,,,6.75,8,7,6.8,,51004639
6.4,6.5,7.25,8.75,,,,3.6,10,51004640
7.6,6.25,,,6.75,6.5,5.5,8,,51004641
7,7.5,8.25,8.25,,,,5,10,51004643
7.2,6,,,5.25,5.25,5.5,4,,51004642
6.4,6.25,,,5.5,4.25,5.25,2.8,,51004644
7,5.25,,,7,6.5,4,5,,51004645
8.4,7.25,,,7.5,8,8,6.6,,51004646
5.8,6.75,5.25,8.25,,,,5.6,9.5,51004648
6.4,8.25,,,5.75,5.25,6.25,6.2,,51004647
6.2,6.25,5.25,6.5,,,,5.8,9.25,51004649
7.8,7,,,7.75,6.5,5.5,5.8,,51004650
6.8,5.75,,,7.5,4.75,5.25,4.2,,51004651
7.4,6.58,,,6.25,4.5,4,7.8,,51004652
6.4,6,4.25,7,,,,3.6,9.5,51004653
6.2,6,,,6.25,6,5.25,6.4,,51004654
8.2,7.75,7.5,8.25,,,,5.4,10,51004655
6.2,7,6.25,9,,,,8.6,8.75,51004656
5.4,6,6,7.75,,,,4.2,8.75,51004657
7.6,6.25,8.25,8,,,,4.8,9.75,51004658
8.2,8.33,,,7.25,7.5,7.75,9,,51004659
7.6,8,,,5.75,7,4.25,5.6,,51004660
7.6,6.75,,,6.5,5.5,4.5,6.2,,51004661
5.4,6.5,4,8,,,,3,9,51004662
6.4,6,6,7,,,,5,8,51004664
6.6,5.5,,,5,6.25,6.25,3.6,,51004663
8.2,7.5,6.75,8.75,,,,6.2,9.5,51004665
8.6,7.5,,,5.5,7.5,7,5.6,,51004666
7.6,7.25,6,7.5,,,,5,9.5,51004667
4.6,6,6,8.5,,,,4.2,9.5,51004668
7.6,5.25,,,7.75,7.25,5.5,7.8,,51004669
6.2,6,6.25,8.5,,,,5.4,8.25,51004670
6.8,7.25,7,8,,,,2.6,9.5,51004671
8,8.25,,,7.25,7.25,6,7.2,,51004672
9,7.25,,,8.75,8.25,7.75,10,,51004674
5.8,6,4.5,6.75,,,,4.8,9,51004673
7.6,6.25,,,6,8,7,5.2,,51004675
6.6,4.75,3.5,7.5,,,,4,6.75,51004677
6.6,5.5,4.5,3.75,,,,4.4,7.75,51004676
6,5.5,,,6.5,5,4.25,6.4,,51004678
4.8,6.33,3,6.75,,,,2.8,8.75,51004679
6.6,5.5,5.25,7.75,,,,4.6,8.5,51004680
7.8,6,8.75,9,,,,8.6,9.25,51004681
8.4,6.25,,,7,6.5,6.25,5.6,,51004682
7.6,7.75,5,7.25,,,,4.8,9.75,51004683
8.6,8.75,8.5,7.25,,,,8.2,10,51004684
7.2,6,,,6.5,6.25,6.5,7.4,,51004685
8.4,7.5,,,8.5,8,8.25,9.4,,51004686
6.8,6.5,3,7.5,,,,4.6,8.75,51004687
7.6,7.25,,,7.25,7,4.5,5.2,,51004688
6.2,6.75,6,7.25,,,,5.8,9.75,51004689
3.8,7.08,5,6.75,,,,6,7.5,51004690
7.2,9,8.5,9.25,,,,7.2,9.5,51004691
7.4,7.5,,,7.25,5.5,4.75,9,,51004692
5.6,5.75,2,5.75,,,,4.4,7.25,51004693
7.4,7,,,7.75,5,5.25,5.6,,51004694
6.8,7.75,7,8.25,,,,7.8,9.25,51004695
7,7.75,9.25,9.25,,,,7.8,8.5,51004696
8.8,6.5,,,6.75,8,7,9.4,,51004698
8.4,6,,,6,8,8.5,7.4,,51004699
7,7.25,4.5,7.75,,,,3,9.5,51004697
4.2,6.75,2.25,6,,,,3.2,8,51004700
6,7.75,6.75,8,,,,4.6,9.5,51004702
7.6,5.25,6.25,7.25,,,,8.6,9.5,51004701
6.2,6.5,5.5,5.75,,,,5.2,8.25,51004703
8.2,7.5,,,7.75,7.5,6.75,8.6,,51004704
7.8,7,,,7,7,6.25,5.4,,51004705
8.6,8,,,6.25,6.75,5.75,9,,51004706
8.2,6.91,,,8.25,6,6.25,7.6,,51004707
8,7.75,6.75,8.25,,,,6,9.75,51004708
8.2,7.75,,,8.25,7,5.5,6.8,,51004709
4.8,5,4,7,,,,4.2,8.75,51004710
7.8,6.5,,,6.25,6.5,4.25,7.2,,51004711
5.8,6.25,3.75,7,,,,3.6,7.5,51004712
8,8.5,,,7.5,8.25,7.25,5.6,,51004713
6.8,7,4,7.5,,,,4.4,8.25,51004714
7.6,6.75,,,5.75,6.75,5.25,8.8,,51004715
8.2,7.25,,,7.75,7.75,6.5,5.4,,51004716
4.6,6.5,4.75,7.25,,,,6.2,8.75,51004717
8.8,7.5,,,7.25,7.5,5.5,7.2,,51004718
9,8,,,8,7.25,7,6.6,,51004719
5.6,6,4.5,5.75,,,,3.8,8,51004720
5.6,6.5,4.5,7.5,,,,3.2,8.75,51004721
7.2,7,8.25,9.25,,,,5.2,9.75,51004722
5.6,8,3.75,6.25,,,,6,9,51004723
8.2,8,6.75,8.75,,,,9.8,9.75,51004724
7.4,7.58,,,6.25,5,6.25,4,,51004725
6.4,6.75,3.75,7.5,,,,5.2,8.75,51004726
3.6,4.5,3.75,6.75,,,,4.4,7.75,51004729
6.4,7.25,5.75,8.5,,,,5.4,9.25,51004727
7.6,7.5,7.25,7.5,,,,9,10,51004728
5,6,5.5,8.25,,,,4.6,9.5,51004730
7,7.75,,,7.5,6.5,6,4,,51004731
8.2,6.25,,,6.75,6.75,6,8.8,,51004732
8.6,7,6.5,8.75,,,,4,9.75,51004733
8,7,,,8.25,7.5,7.25,8.8,,51004734
7,6,6,7.25,,,,4,9,51004735
