Toán,Văn,Sử,Địa,Lí,Hóa,Sinh,Ngoại ngữ,GDCD,sbd
3.8,4.75,3.25,5,,,,5,7.25,51001433
7,5,2.25,6.75,,,,2.8,6.5,51001434
4.6,5.25,5,8,,,,8.4,7,51001435
8,7.75,8.5,8.75,,,,6.6,8.75,51001436
5.4,7.25,4,7,,,,4.2,7.75,51001437
7,7.5,4.5,7,,,,6.6,6.5,51001438
6.2,5.5,8.25,7.25,,,,7.8,8.5,51001439
7.4,5,,,7.5,6.75,6,6.6,,51001440
7.8,5.25,,,7.75,5.25,5.25,7,,51001441
3.6,5,3.5,6,,,,2.4,6.25,51001442
,7.75,6.75,7.75,,,,,,51001443
8,8,,,6.25,8.25,8.5,9.2,,51001444
6,5.25,3,,,,,,,51001445
7.6,6.5,7.25,8.5,,,,7,9.25,51001446
6.4,7,5,8,,,,6.2,9,51001447
8,8.25,,,7.75,8.75,7,8.2,,51001448
6.4,6.5,3.75,7.25,,,,,,51001449
5,6,5.25,5.75,,,,,,51001450
,5.5,3.75,6.75,,,,,,51001452
7.6,6,,,6.75,7.5,5.5,6.2,,51001451
,7,5.25,7.25,,,,,,51001454
,7.25,7,8.5,,,,,,51001453
5,7.75,6.75,7.75,,,,4.4,7.25,51001455
5.8,7.25,2.75,7,,,,2.6,5.5,51001456
8.6,7.25,,,7.75,8.5,7.5,9.2,,51001457
5.8,5.75,,,7,6,4.75,6.4,,51001458
6,6.25,3.5,6.25,,,,6,7.5,51001459
6.8,6.75,3.25,7.25,,,,6.6,9.25,51001460
7.2,8,8,8,,,,8.4,8.25,51001461
4,5.5,5.75,7.75,,,,3.6,8.25,51001462
7,7.5,8,7.75,,,,6.4,9.5,51001463
6.2,6,5,7,,,,8.2,7.5,51001464
5.2,7.5,5.75,6.5,,,,6,8.25,51001465
8,8,,,7,7.25,5.75,6.6,,51001466
3.4,6.25,3,5.5,,,,2,6.25,51001467
7,5.75,6.75,9.25,,,,8,7.25,51001468
8.8,6.75,,,7.25,7.5,7,8.8,,51001469
5,6.75,4.25,7,,,,,,51001470
7,7,6.5,7.75,,,,4.4,7,51001471
8.4,7,,,8,6.25,5.5,9.2,,51001472
7.2,5,5.5,6.75,,,,7.2,8.25,51001473
7.2,8,7.5,8.5,,,,7.8,9.5,51001474
7.6,5.5,6,,,,,,,51001476
5.6,7.25,5.5,7.5,,,,5.2,8,51001475
8,6.5,,,6.5,7.5,8,5.4,,51001477
6.6,7.5,5,8,,,,7.8,7.75,51001478
4.6,2.5,2.5,5,,,,4,7.75,51001480
7.2,7.75,7.5,,,,,,,51001479
4.2,3.75,4.5,6.25,,,,2.8,5.5,51001481
4.8,5,4.75,7,,,,4,7.25,51001482
7.2,7,7.5,8.5,,,,3.8,8,51001483
9,7.5,8.25,,,,,,,51001484
4.8,5.75,6.25,7.5,,,,,,51001485
7.4,5.75,,,7.75,6,7.75,9.2,,51001486
6,5.75,4,6.25,,,,,,51001487
6.4,6.75,6.5,5.75,,,,7,7.5,51001488
6.4,8.5,5.5,7.25,,,,8,8.5,51001489
8.6,8.25,,,7.5,8.25,6.25,8.2,,51001490
7.2,6.75,7,7.5,,,,8.4,8.75,51001491
6.6,5.75,,,6.75,6,4.25,4.8,,51001492
5.8,5.75,7.75,7.75,,,,,,51001493
7.2,7.25,,,7.25,7.25,4,6.6,,51001494
6.4,6.25,,,4.5,5.5,4.25,7.4,,51001495
7.2,8.75,5.75,8.5,,,,4.4,9,51001496
7.6,8,,,6.5,7.5,6.25,8.8,,51001497
6.6,7.25,,,6,6.25,3.5,,,51001498
3.4,5.5,2.75,5.75,,,,2.8,8.25,51001499
5,3.5,4.25,6.75,,,,5.4,7,51001501
,5.75,7.5,9.75,,,,,,51001502
4.2,6.75,6.25,7,,,,5.2,6,51001500
8,7.5,9,,,,,,,51001503
3.8,3.5,4.25,6.75,,,,,,51001504
8,,,,7,7.75,3.75,,,51001505
5.4,7,6.25,8.25,,,,8,8.75,51001506
7.8,6.75,4.75,7,,,,7.2,8.5,51001507
2.6,,4,,,,,3.2,,51001508
5.8,5.25,2,6.75,,,,3.6,8.25,51001509
7.4,7.25,6,7.75,,,,7.4,8.5,51001510
,7.25,7,6.5,,,,,,51001511
7.8,7.25,,,6,7,5,7.6,,51001512
5.2,7.25,7.25,7.5,,,,7.8,9.5,51001513
,8.5,8.75,9.25,,,,,,51001514
6.6,5,7,,,,,,,51001516
7.8,5.75,6.75,8.75,,,,8.8,8.25,51001517
7.2,7.5,7,7.25,,,,,,51001515
7,6.5,7.25,7,,,,4.4,7.75,51001518
8.2,6.75,6.5,7,,,,10,6.75,51001519
8.8,7.25,,,7.25,8,5.5,8.6,,51001520
8.2,8.5,8.75,,,,,,,51001521
5.2,5.75,5.25,6.5,,,,,,51001522
6.2,7.5,7.5,,,,,,,51001523
8.4,7,,,8.25,4.75,6.25,9.4,,51001524
8.4,5.75,,,5,7.5,3.75,6.2,,51001525
,6,8.75,8.25,,,,,,51001526
6.8,7,,,,,,9,,51001528
,5.5,4.25,8,,,,,,51001527
7.8,7,,,7.5,6.5,4.5,8.6,,51001529
7.6,8.5,8.75,9.5,,,,8.6,9.5,51001530
7,7,5,7,,,,7,8.5,51001531
7.2,6.5,5.5,6.5,,,,5.8,8,51001532
6.2,6.75,6.75,7,,,,8.6,9,51001533
,5.75,8.25,8.75,,,,,,51001535
5,6.75,4.5,6.5,,,,5.2,8.25,51001536
5,6,,,5,4,4.5,4.2,,51001538
5,5.75,5.75,7.75,,,,,,51001537
7.8,6.42,,,4.75,4,5.5,5.2,,51001539
3.8,6.75,3.5,6,,,,3.2,6.5,51001540
,6,8,7.25,,,,,,51001541
7.8,8,,,6.25,6.25,6.25,6.6,,51001542
6.8,5.25,5.75,7.75,,,,,,51001543
6.2,6.25,7.25,,,,,,,51001544
5.8,5,6.5,,,,,,,51001545
6.6,8,,,5.25,7.25,6.25,7.4,,51001546
6.8,7.25,8,,,,,,,51001547
8.6,6.75,,,5.75,8,8.25,8.2,,51001548
7.8,7.25,,,7.25,7.5,6.25,9,,51001549
5.4,6.25,,,3.75,6,4,,,51001550
7,7,,,6,4.5,6,8.4,,51001552
6.6,7.75,7.75,,,,,,,51001551
7.4,7.75,8.5,7.25,,,,8.4,9.5,51001553
9,7.5,,,9,8.25,6.75,9,,51001556
4.6,5.5,8,,,,,,,51001554
6.2,6.25,8.25,,,,,,,51001555
6,6.25,4.25,5.25,,,,3.8,7,51001557
5.8,7.5,8,9.5,,,,8.2,7.75,51001558
,5.25,4.5,7,,,,,,51001560
5.2,5,5.5,8,,,,,,51001559
8,8.25,9.25,,,,,,,51001562
4.6,4.5,3.5,6,,,,,,51001563
,5.25,5.5,8.75,,,,,,51001561
7.4,5.5,,,5,7,5,4.4,,51001565
5.8,5,3.75,4.5,,,,5.6,7.25,51001564
4.4,6,5.25,,,,,,,51001566
8.8,6.75,,,8.25,6.75,5.25,8,,51001567
6.6,3.75,,,5.25,6.25,3.75,,,51001568
3,4.25,3.75,4.75,,,,,,51001569
,6.75,7,7.25,,,,,,51001570
8,5,,,6.5,6.25,5.5,6.4,,51001571
7.6,8.25,7.5,9.5,,,,9,9.75,51001573
7.6,6.75,5,7.25,,,,8,8.5,51001572
6.4,6.5,6.75,8.25,,,,,,51001574
8.2,7.25,9,,,,,,,51001575
7.6,8.5,8.25,,,,,,,51001576
,3.75,5,6.5,,,,,,51001577
5,7.5,5.75,5.75,,,,4.2,6.25,51001578
4.6,5,6.5,7.25,,,,4.4,6.75,51001579
8,6.5,,,6.5,8.5,5,6.6,,51001580
6.4,7.75,4.75,6.5,,,,7.2,8.5,51001581
4.4,5.25,3.75,7.75,,,,6,8.5,51001582
6.4,6.75,7,,,,,,,51001583
6,7.5,6,,,,,,,51001584
6.6,6.5,6.25,7,,,,8.6,9.25,51001585
3.4,6,3.75,,,,,,,51001586
7.6,8.25,8,8.5,,,,7,8.5,51001587
7.2,6,3.5,7,,,,7.8,8.5,51001588
4.8,6,2.75,6,,,,3.6,6.25,51001589
6.4,7,,,4.5,2.25,3.75,5.2,,51001590
6.4,7,,,6.5,8,6,7.4,,51001592
4.4,7,5.75,7,,,,4.2,7.5,51001591
5.8,6.5,4.25,6.25,,,,3.8,6.5,51001593
6.6,6,,,4.75,4.75,4.25,,,51001594
4.2,4.75,4.25,6.75,,,,,,51001597
,7,5.5,7,,,,,,51001596
7.2,6.25,7,8.25,,,,,,51001595
7,7.75,,,2.75,5.75,5,3.4,,51001598
8.2,8.5,,,7.75,8.75,9,9.2,,51001599
3.4,5,4.5,6.25,,,,,,51001600
6.8,6.25,,,6,5.75,5.5,9.2,,51001601
5.6,5,2.25,6,,,,2.2,6,51001602
5.4,6,5,5.25,,,,9.6,8,51001603
7.4,8.25,8,,,,,,,51001604
,6.25,8.25,7.25,,,,,,51001605
6.8,7,7.5,7.75,,,,4.2,7.75,51001606
4.6,8,5.5,6.5,,,,4.6,7.25,51001608
8.6,7.5,,,6.75,7.75,5.75,7.2,,51001607
7.2,6.75,,,5.75,5.25,4,7.4,,51001609
7.8,6,,,7.5,6.75,5.75,,,51001610
6.6,7.5,,,7.75,7,5.5,,,51001612
8.2,6.25,,,3.75,6,7,3,,51001613
5.8,6.75,6.75,9.25,,,,8.4,8.25,51001611
7,7,8.75,7.5,,,,4.6,9.25,51001614
6.6,8,6,7,,,,8.2,8,51001615
6.6,5,2.5,6,,,,,,51001616
6.8,9,9,8.75,,,,7.4,9.25,51001617
6.8,6.25,,,6.5,5,4.25,6.4,,51001618
,7.5,8.75,8.75,,,,,,51001619
5.4,5.25,3.25,4.5,,,,2.4,5.25,51001620
7.8,6.75,,,8.25,7.75,7.25,7.8,,51001621
7.2,8.25,7,7.75,,,,7.4,9.5,51001622
,7,8.25,9.25,,,,,,51001623
4.6,6.75,3.25,6.5,,,,,,51001624
8.4,7,,,8,8,6.25,8,,51001626
5.4,5.5,,,4.75,4,3.25,,,51001625
5.6,7.25,4.25,7.5,,,,5.2,7.5,51001628
5.2,6,3,6.75,,,,5.6,8.75,51001627
8.2,7.5,,,7.25,7.5,7.75,9.2,,51001629
6,6.5,5.5,,,,,,,51001631
3.8,4.5,2.5,6,,,,,,51001630
7.2,8,8.5,,,,,,,51001632
6.4,8,8.25,9,,,,6.2,9.75,51001633
,6.75,8.25,9,,,,,,51001634
3.4,5.5,3.5,5,,,,4.6,6.25,51001636
2.8,5,3.25,5,,,,,,51001635
4.6,5.5,4.25,6.75,,,,2.4,6.5,51001637
7,6,,,6.5,6.25,3.5,,,51001638
5.4,4.5,8.25,7.5,,,,,,51001639
6.8,4.25,,,4.25,7,2,,,51001640
6.8,7,8,7.5,,,,8.8,9,51001641
4.4,4.5,4.25,6,,,,,,51001642
7.8,5.75,,,7.75,5.75,6,8.8,,51001646
7.2,8.25,8,7.5,,,,4.2,9.5,51001645
,5,6.5,7,,,,,,51001643
4.6,7.75,4,,,,,,,51001644
4.4,7,4.5,6.5,,,,4.8,7.25,51001647
6.8,6.25,,,6.75,5,4.75,9,,51001648
8.8,7.5,8.25,9.25,,,,,,51001650
7.4,5,,,6.5,6.75,5.75,,,51001649
3.8,6,6.25,6.25,,,,7.8,6.75,51001651
6.6,7,7.25,7.5,,,,,,51001654
6.8,6.5,7,8.5,,,,7,8,51001653
5.8,5.5,4.5,4.75,,,,5.6,7.5,51001652
5.8,6.25,,,4.75,7.25,2.75,,,51001655
5.8,7.25,5,7,,,,5.6,7.25,51001656
4.6,6.75,4.75,5,,,,4.8,8.25,51001657
5.4,6.25,5.75,7.25,,,,6.2,8.5,51001658
,6,3,7.25,,,,,,51001659
4.4,4,2.5,5.25,,,,,,51001661
7,9,9.25,9.5,,,,7.6,9.5,51001662
7.8,6.25,,,6.5,8.25,5.75,7.8,,51001660
6.8,7.5,4.75,7,,,,6.6,7.75,51001664
7,6.5,8,8.75,,,,8.2,8.5,51001663
6.6,8.5,3.25,6.75,,,,6.8,7.25,51001665
7,7.5,,,7.5,7.25,5,8.6,,51001666
7.4,7.25,,,6,7.25,6,4.8,,51001667
6.4,4.5,,,6,5.5,4.5,3.6,,51001668
6.2,8,5.75,7.5,,,,6.6,8.5,51001669
6.2,6,4.5,6.5,,,,3.8,7.75,51001671
8.2,6.25,,,8,8.5,8.25,7.8,,51001670
5,5,3.25,5.75,,,,3,6.75,51001672
8,7.5,,,5.5,7.5,6.25,6.8,,51001673
8.4,7.25,,,5.5,7.75,7,8.6,,51001676
4.8,7.25,2,5.5,,,,4.2,7.75,51001675
8,8.5,8,8.25,,,,8,10,51001674
8.6,8,,,4,8.25,9.5,3.6,,51001677
5.8,7.25,5.5,7.25,,,,6.4,7,51001678
7.2,8.5,8,8.75,,,,8,9.5,51001679
5,5.5,5,5.5,,,,,,51001680
8.2,8.25,,,7.75,7.75,5.5,8,,51001681
5.2,6.75,6.75,7.25,,,,5.4,9.25,51001682
4.8,7.5,4.5,5.25,,,,5.8,7.25,51001683
5,6,3.75,6,,,,5.2,6.5,51001684
6.4,5.75,,,4.75,6.5,3.5,,,51001685
6.8,8,6.75,7.5,,,,8.8,8.25,51001686
6.8,6.25,5.75,6.75,,,,5.8,8.25,51001687
4,6.25,3.5,6.75,,,,6.6,7,51001688
3.8,5.5,4,6.5,,,,5.6,7,51001689
6.8,8,6.5,8.75,,,,,,51001690
7.6,5,6.75,8.75,,,,7,9,51001693
7.8,6.25,,,7.25,7.5,6.5,8.4,,51001691
6.4,6,7.75,,,,,,,51001692
6.6,5.75,,,5.5,5.25,5.5,,,51001694
7,6.5,5.75,7.5,,,,,,51001696
9,,,,7,7.75,3.75,,,51001695
5,7,3.75,8,,,,6,10,51001697
6,5.25,,,5.75,6,4,,,51001698
5.6,5,3.5,5.5,,,,,,51001699
5.4,7.75,6.25,8.75,,,,5.6,9,51001700
7.8,6.75,,,7.75,7.5,6.75,8.4,,51001701
7.4,8.5,5,6.75,,,,9.4,8.5,51001703
6.4,7.5,8.25,8.75,,,,6.4,7.75,51001702
7.2,5.75,,,6,4,5,7,,51001704
6,8.5,8.5,8.75,,,,6.6,8.5,51001706
6.2,8.75,4.5,6.25,,,,7.8,7,51001705
7.4,7,,,6.5,8.25,7.25,6.6,,51001707
6,5.75,6.25,8.75,,,,,,51001708
8.2,8,6.75,8,,,,7.8,9,51001709
7.6,7.25,,,6.75,6,6.75,7.8,,51001711
,6.5,4,7,,,,,,51001710
4.2,9,6.75,6.5,,,,8.2,9.25,51001712
8.6,9,9,,,,,,,51001713
4,5.25,3.5,6,,,,3.2,6.75,51001714
6.4,6.75,6,5.5,,,,6.2,7.75,51001715
6,8.5,6,9.25,,,,7.2,9.5,51001716
8.6,7.75,8,8.75,,,,9.6,9.25,51001717
5.4,7.5,5.25,7,,,,3.8,7.25,51001718
5.2,5.75,6.5,7,,,,,,51001719
6.6,6.25,3.25,6.25,,,,,,51001720
6.8,8.25,7.5,8.25,,,,8.4,8.75,51001721
8.4,7.75,,,5.75,7.5,7.25,,,51001722
4.6,6.75,1.75,5.25,,,,4.6,7,51001723
8,8.75,,,6.75,8,6,7.8,,51001724
7.6,8,7.75,7.5,,,,7.8,8.5,51001726
7.4,8.75,8.25,,,,,,,51001725
4.2,5,3.5,6.5,,,,2.8,6.25,51001727
6.6,5.25,5,7.75,,,,,,51001728
6,7.25,7,8,,,,8.6,9.25,51001729
7.8,7.25,,,7,3.5,4.5,7,,51001730
4.6,7.5,5,6.25,,,,3.8,8.75,51001731
5,4.5,4.25,7,,,,,,51001732
9.2,8,,,6.75,7,6.5,10,,51001734
,5,4.5,4.25,,,,,,51001733
8,7.5,8.25,8,,,,9,9.5,51001735
6,6.5,5,7.5,,,,6.8,8,51001736
7.8,8.75,,,6.25,4.5,6,8.2,,51001737
8,6,,,8,7.5,6,7,,51001738
4.4,6.5,6.25,6.75,,,,9.6,8.5,51001739
5.6,4.5,4.5,5.25,,,,,,51001741
5,5.25,4.5,7,,,,,,51001742
7.2,5.75,,,6,5.5,5.25,5,,51001740
5.8,5,,,6.5,8.25,3.5,6.4,,51001743
8.4,8.25,,,7.75,6,5,8.6,,51001744
7,8.25,7.5,9.25,,,,7.6,9,51001745
5.4,5.75,5,6.25,,,,3.4,6.25,51001746
7.8,7,9,,,,,,,51001747
7,8,7.75,8,,,,9.4,9.5,51001748
6.6,8.25,8,7.75,,,,4.2,8.25,51001750
6.4,3.75,3.25,6.5,,,,,,51001749
8.4,8.25,7.5,9,,,,8.6,8.5,51001751
3.8,7.75,6,6.5,,,,4,7.25,51001752
5,6.25,2.75,6.75,,,,5,7,51001753
5.8,6.75,5.75,7.5,,,,3.8,8.5,51001754
7,6.5,,,4.5,6,3.25,,,51001755
5.4,6.5,4.5,6,,,,5,6.75,51001756
5.4,5.25,,,4.75,7,3.5,,,51001757
5.6,5.5,3.25,8,,,,4.6,8.25,51001759
6.8,7.75,7,7.5,,,,7.4,9,51001758
8,7.5,,,7.75,7,5,9.2,,51001760
5.6,6.75,5.5,7.5,,,,4,9.75,51001761
6,7.5,5.5,7.5,,,,5.4,9.75,51001763
5.6,7.75,5,6.75,,,,6,8.25,51001762
5.8,7.75,5.75,8.25,,,,9.2,9.75,51001764
7.8,7.75,,,5,7.5,6.5,7.8,,51001765
5,7.5,8,8.75,,,,4.4,9.25,51001767
6,8.25,5.5,7.25,,,,6,7.5,51001766
7.6,8.75,8.75,,,,,,,51001768
5.6,6.25,5.25,6.5,,,,7.2,8,51001769
4.6,7.75,7.25,6,,,,9,,51001770
6.6,6.25,5,7.25,,,,6.6,8.75,51001771
5.8,5.5,7.25,8.25,,,,,,51001772
7.6,6.5,,,5.75,7.5,6.25,6.4,,51001773
7.2,6,,,6.5,4.75,5.25,8.6,,51001774
7.4,8.25,6.75,8.75,,,,8.2,9,51001775
6,6,,,3.75,5,4.5,1.8,,51001776
4.4,7.5,2.5,5,,,,3.6,7.75,51001777
7,9,8.25,9.75,,,,4.2,9.5,51001778
5.6,8.75,5.75,6.75,,,,6.8,8.75,51001779
8.4,8.25,9.25,9,,,,9.4,9.5,51001781
,4,3.5,6.25,,,,,,51001780
4.4,7.75,3.75,6.75,,,,7.2,7.5,51001782
7.6,7.25,8,8.5,,,,9.2,9,51001783
4.6,5.5,4.75,6.75,,,,,,51001784
6.8,6,6.25,7.25,,,,5.2,8.5,51001785
5.2,5.25,5,7.5,,,,,,51001786
,5.5,7.25,7.75,,,,,,51001787
5,5,,,4.25,4.5,4.25,,,51001789
6.6,5.75,,,6.5,7.5,6.25,,,51001788
7.4,6.5,7.5,,,,,,,51001790
6.8,7,5.5,7.25,,,,5.8,8.5,51001791
7,5.5,,,5,7,5,5.8,,51001792
6.8,7,5.5,6.75,,,,8.6,8.75,51001793
5.4,4.75,6,6.5,,,,,,51001795
4.4,7,3.5,5.75,,,,3.6,7.25,51001796
6.2,5.25,6.25,7.75,,,,4.2,7.75,51001794
4.2,7.5,4.75,6.75,,,,4.6,8.25,51001797
,6.25,8.25,8.25,,,,,,51001798
4.4,4.75,5,5.25,,,,6,6.25,51001799
8.4,8.5,8.75,,,,,,,51001800
8,6.5,,,7,6.25,5.5,6.4,,51001801
6.4,7,6,6.75,,,,4.2,8,51001802
,6,8.75,8.5,,,,,,51001803
7.2,7.5,7.5,,,,,,,51001805
7.2,8,7.25,,,,,,,51001804
4.6,8.5,8.5,8,,,,5,8.75,51001806
8,5.75,,,4,8.75,8.75,6.6,,51001807
7.6,7.75,7.5,8.25,,,,8.4,9.5,51001808
4.2,6,4,6,,,,7,7,51001809
3.6,5.25,3.75,7.75,,,,5.4,8.75,51001810
6.4,6.75,4,7.75,,,,7.6,6.5,51001811
7.8,8,7,7.75,,,,7,8.5,51001813
7.4,8.5,,,8,5.5,6.75,9,,51001812
5.6,7.75,3.5,6,,,,5.6,7.5,51001814
7.6,7,,,4.25,4.25,5.75,8.8,,51001815
8,6.25,,,7,6.75,5.25,7,,51001816
6.2,5.5,,,5.5,7,4.75,,,51001817
6.6,6.75,6.5,,,,,,,51001818
7.4,9.25,,,5.25,6,5.5,8.4,,51001819
7.4,6,5.25,7.5,,,,7.8,7.25,51001820
7,6.25,,,7.25,7.5,5.25,,,51001821
6,5,,,3.5,4.75,4.5,,,51001822
,8,6,7.25,,,,,,51001823
7.2,6,,,5.75,6.5,5,8.6,,51001824
3.6,5.25,6.5,5.25,,,,,,51001825
4.6,6,3.25,6.25,,,,4,7.25,51001827
7.4,6.25,,,4.75,6.5,5,9,,51001828
,5.5,6.25,7.5,,,,,,51001826
4.8,7.25,6.5,7,,,,6,6.75,51001829
5.8,6,5,7,,,,5.2,8.25,51001831
,4,7.25,7.5,,,,,,51001830
6.2,5.67,,,5.75,5,4.75,7.6,,51001832
6.6,8.25,8.75,7.25,,,,8.6,9,51001833
,7,7.75,9,,,,,,51001835
7.6,7,6.25,7.5,,,,8.2,8.5,51001834
5,6.5,7.25,,,,,,,51001836
7,6.5,,,4.5,6,4,5.6,,51001838
8.4,8.75,8.5,8.75,,,,8.6,9.5,51001837
8.4,5.5,,,7.75,6,6.5,9.4,,51001839
6.2,6.25,,,4.75,5.5,5,,,51001840
7.6,8,8.25,9.5,,,,9.2,9.75,51001841
6.2,5.25,6.5,6.5,,,,,,51001842
6,7,8.5,8.25,,,,,,51001843
6.8,5.25,,,5.25,7.25,4.25,,,51001844
7.8,9,7.75,7.5,,,,8.8,8.75,51001845
8.2,6,,,7.75,8.5,6.25,7.2,,51001846
5.4,6.25,3.25,6,,,,5.2,6.5,51001847
6.6,7.5,4.75,6.25,,,,6.8,6.75,51001848
5.8,5.25,5.5,6.75,,,,,,51001849
7.2,6.25,2.5,6.5,,,,3,7.5,51001850
6,7.75,5,6.5,,,,8,7.75,51001851
5.4,6,3.25,7,,,,3.6,7.5,51001852
3.2,5,,,3.75,2.25,5,,,51001853
7.6,6.25,,,7.5,7.25,6.25,8,,51001854
7,7.25,,,7.25,6,5.25,7.2,,51001855
9,5.75,,,6.75,7,6.75,3.8,,51001856
3.4,5.25,3.25,7,,,,4.8,8,51001857
6.6,8,7.5,8.25,,,,7.8,9.25,51001858
7.8,8.25,5.25,7.5,,,,5.6,8.75,51001860
4,6.25,3.25,4.25,,,,,,51001859
3,4.25,2.5,4.25,,,,,,51001861
4.4,5,2.75,6,,,,3.2,6,51001862
6.8,5.25,8.5,7.25,,,,,,51001864
6,6.5,3,5.75,,,,5.6,7,51001863
6,5.75,3.5,6,,,,,,51001865
6.2,7.25,6.25,6.75,,,,4.4,8,51001866
2.6,5.5,2.5,6.25,,,,,,51001867
8,8.5,5.75,6.5,,,,5.6,8.25,51001868
5.2,6.75,2.75,6.25,,,,5.4,5.5,51001869
4.4,6.75,5.75,6.25,,,,4.8,8.25,51001870
8.4,7.75,,,8.25,6,5.75,8.6,,51001871
,5.75,7.25,8,,,,,,51001872
,6.75,8.25,8.5,,,,,,51001873
8.2,6.5,,,7.75,7,6,8.2,,51001874
6.2,5.25,,,5.5,4,3.75,6.2,,51001875
4,5.75,3.25,6.25,,,,4.2,6.5,51001876
5.4,7,5,,,,,,,51001878
,5.25,4.75,5.5,,,,,,51001877
6.4,8.25,8,9,,,,8.4,9.25,51001879
5.6,6.75,5,6.75,,,,,,51001881
6.4,7,,,7,4.25,6,,,51001880
4,4.5,3.25,5.75,,,,3,6.5,51001882
7.8,7.25,,,7.25,7.75,5.75,7.2,,51001883
2,3.5,3,5.25,,,,,,51001884
3.6,4,3,7.75,,,,3.8,8,51001886
3,5.5,3.25,4.75,,,,,,51001885
7.4,8.75,,,7,7.75,7.25,6.8,,51001887
2.6,5.5,4.5,5.75,,,,,,51001888
6.8,8.25,6.75,6,,,,6,8.25,51001889
7.8,6.25,,,6,8,4.25,,,51001890
5.4,7,3.5,7,,,,4.4,8,51001891
5.4,8.75,7.25,6.25,,,,5.8,8.25,51001892
4,5.75,2.75,7.75,,,,,,51001893
7.8,7.25,,,7,5.25,6,7.4,,51001894
6.2,7,,,7,3.25,5,8.2,,51001895
6.2,8,7.75,7,,,,7.2,8.5,51001896
6.6,8.25,7.25,7.5,,,,8,9,51001897
6.6,6,,,5.25,7.25,4.75,,,51001898
6.6,6.25,2.25,7,,,,4.8,6.5,51001899
8,8.75,,,,,,7.6,,51001900
4.2,5.75,3.25,4.75,,,,5.4,7.25,51001901
6.6,8,8.75,8.25,,,,8.8,9.75,51001902
6,7.5,8,9.25,,,,9,9,51001903
3.2,5.75,3.5,6,,,,5,6.5,51001904
7.8,8.5,9,,,,,,,51001905
,7.25,4.5,7,,,,,,51001906
5.6,4.5,5.5,6.25,,,,,,51001907
5.4,3.25,3.25,5.75,,,,,,51001908
,4,3.75,5,,,,,,51001909
5.8,6.5,8.5,8.25,,,,9.6,9.25,51001910
8.4,8.5,7,8.25,,,,8.6,9.75,51001911
6.6,7,,,3.75,5.25,5.75,6.4,,51001912
,4,5.75,7,,,,,,51001913
5,7.5,8.25,,,,,,,51001914
6,6.75,5.75,7.5,,,,8.6,8.5,51001915
7.2,6,,,6.5,8.25,4.25,6.8,,51001916
6,6.25,5.25,7.5,,,,,,51001917
5.4,3.75,,,6.25,6.25,4.25,,,51001918
5.4,5.5,4.25,5.75,,,,,,51001919
6.6,5.75,,,5.75,4.25,4.25,,,51001920
6.8,4,8,,,,,,,51001921
7.6,6.5,7.25,8.25,,,,7.4,9.5,51001922
3.6,6,4.75,,,,,,,51001923
4.2,6,3.5,5.25,,,,,,51001924
7.6,8,,,8.5,7.5,6.25,8.8,,51001925
8.2,6.75,,,7,6.25,5.25,9.8,,51001926
4.8,7.5,5,,,,,,,51001927
6.2,8,5.75,7.25,,,,6.8,8.25,51001928
6.4,8.25,6.75,8.5,,,,8,9.25,51001929
7.6,9,6.5,8,,,,9.2,7.75,51001930
5.4,8,5.25,6.5,,,,6,7.75,51001932
8.6,8.25,,,,,,8.6,,51001933
8.6,5.75,,,8.25,4.25,4.5,9.2,,51001931
4.8,5.5,2.25,6,,,,4.6,6,51001934
5.6,6.25,7.75,,,,,,,51001935
,5.5,5,7,,,,,,51001936
,5,3,7.25,,,,,,51001938
5.8,7,3.25,6.25,,,,4.6,7.25,51001937
7.4,5.75,,,7.5,8,6.5,8.6,,51001939
6.2,6.75,4.75,6.5,,,,,,51001940
7.4,8,8.75,9.25,,,,8.4,9.25,51001941
5,6.25,3.5,5,,,,6.8,7.5,51001942
6.2,7.25,4.75,7.25,,,,,,51001943
7.2,7.5,,,5.25,8,8,7.2,,51001944
6.6,7.25,8.5,8.75,,,,6.8,9.25,51001946
7.6,7.5,5.75,8.25,,,,6.6,8.75,51001945
4.2,5,3.5,6,,,,5,5.75,51001947
6.4,8,6.25,7.5,,,,7.6,8.75,51001949
6.6,8.75,7.75,8,,,,6.2,8.75,51001948
7.4,6,,,5.25,6.5,7.25,6.8,,51001950
4.8,5.25,3.75,5.75,,,,5,7.5,51001951
5.8,6,6,5.75,,,,4.6,6.75,51001952
7.4,6.5,,,5.75,5,3.75,5.2,,51001953
2.8,5.5,4.5,5,,,,,,51001954
5,7.5,4,5.5,,,,4.6,8.5,51001956
8.2,7.25,,,8.5,8,6.75,9,,51001955
5.2,7.25,2.25,7.25,,,,4.4,7.25,51001957
7.4,5.5,,,8,6.75,6,6.8,,51001958
7.2,8.75,4.75,8,,,,8.8,9.5,51001960
5.4,8,3.25,7,,,,4.2,5.25,51001959
7,7.25,7,8,,,,5.8,8,51001961
6.8,8.5,,,6.5,7.5,4.5,8.6,,51001963
5.8,8,6.5,8.75,,,,6.2,8.5,51001964
5.4,5.75,3.5,6.75,,,,,,51001962
6.8,6.75,8,,,,,,,51001965
7.2,6.5,,,7.5,7,6.25,,,51001967
7.2,7,5.75,7,,,,5.8,7.5,51001966
7.2,8.25,,,7.25,7,6.5,5,,51001968
